Data from sinsal_HRC06701__24__85.txt Node

Date: Thu Apr 18 01:41:27 CDT 2024
User: Estudiantes 2
Spectrometer: HR+C0670
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
407.81	-88.5
407.921	-88.5
408.032	-88.5
408.143	-106.5
408.254	-82.5
408.365	66.5
408.476	207.5
408.587	-53.5
408.699	20.5
408.81	-23.5
408.921	-89.5
409.032	-30.5
409.143	53.5
409.254	2.5
409.365	73.5
409.476	-15.5
409.587	11.5
409.698	54.5
409.809	83.5
409.92	-54.5
410.031	-23.5
410.142	66.5
410.253	-9.5
410.364	24.5
410.475	290.5
410.585	1446.5
410.696	1503.5
410.807	1490.5
410.918	1517.5
411.029	1585.5
411.14	1528.5
411.251	1582.5
411.362	1624.5
411.472	1615.5
411.583	1583.5
411.694	1632.5
411.805	1549.5
411.916	1651.5
412.026	1705.5
412.137	1582.5
412.248	1608.5
412.359	1693.5
412.47	1568.5
412.58	1505.5
412.691	1635.5
412.802	1519.5
412.912	1589.5
413.023	1625.5
413.134	1520.5
413.245	1562.5
413.355	1585.5
413.466	1559.5
413.577	1548.5
413.687	1645.5
413.798	1531.5
413.909	1628.5
414.019	1554.5
414.13	1632.5
414.24	1536.5
414.351	1615.5
414.462	1800.5
414.572	1668.5
414.683	1673.5
414.793	1602.5
414.904	1895.5
415.014	1510.5
415.125	1531.5
415.235	1601.5
415.346	1666.5
415.456	1673.5
415.567	1618.5
415.677	1544.5
415.788	1586.5
415.898	1573.5
416.009	1536.5
416.119	1623.5
416.23	1610.5
416.34	1560.5
416.45	1553.5
416.561	2001.5
416.671	1676.5
416.782	1494.5
416.892	1580.5
417.002	1674.5
417.113	1632.5
417.223	1542.5
417.333	1645.5
417.444	1598.5
417.554	1734.5
417.664	1739.5
417.775	1573.5
417.885	1622.5
417.995	1642.5
418.106	1870.5
418.216	1701.5
418.326	1776.5
418.436	1771.5
418.547	1764.5
418.657	1803.5
418.767	1924.5
418.877	1748.5
418.987	1774.5
419.098	1868.5
419.208	1818.5
419.318	1857.5
419.428	1874.5
419.538	1788.5
419.648	1818.5
419.759	1857.5
419.869	1863.5
419.979	1782.5
420.089	1828.5
420.199	1862.5
420.309	1862.5
420.419	1874.5
420.529	1816.5
420.639	2050.5
420.749	1900.5
420.859	1934.5
420.969	1990.5
421.079	2065.5
421.189	1894.5
421.299	1935.5
421.409	1877.5
421.519	1999.5
421.629	2020.5
421.739	1883.5
421.849	1869.5
421.959	1920.5
422.069	1959.5
422.179	1934.5
422.289	1959.5
422.399	2017.5
422.509	2030.5
422.619	3905.5
422.729	2197.5
422.838	2017.5
422.948	2098.5
423.058	2142.5
423.168	2041.5
423.278	2113.5
423.388	2191.5
423.498	2186.5
423.607	2182.5
423.717	2457.5
423.827	2354.5
423.937	2194.5
424.046	2284.5
424.156	2368.5
424.266	2234.5
424.376	2427.5
424.485	2390.5
424.595	2245.5
424.705	2323.5
424.815	2328.5
424.924	2673.5
425.034	2303.5
425.144	2317.5
425.253	2282.5
425.363	2370.5
425.473	2373.5
425.582	2307.5
425.692	2368.5
425.801	2342.5
425.911	2524.5
426.021	2409.5
426.13	2495.5
426.24	2677.5
426.349	2512.5
426.459	2499.5
426.568	2542.5
426.678	2579.5
426.787	2514.5
426.897	2534.5
427.006	2514.5
427.116	2572.5
427.225	2594.5
427.335	2636.5
427.444	2560.5
427.554	2629.5
427.663	2667.5
427.773	2594.5
427.882	2816.5
427.992	2660.5
428.101	2701.5
428.21	2562.5
428.32	2712.5
428.429	2665.5
428.539	2908.5
428.648	2755.5
428.757	2837.5
428.867	2834.5
428.976	2970.5
429.085	2834.5
429.195	2855.5
429.304	2860.5
429.413	2899.5
429.523	2924.5
429.632	2901.5
429.741	2894.5
429.85	2864.5
429.96	2894.5
430.069	2950.5
430.178	2967.5
430.287	3093.5
430.397	2933.5
430.506	2906.5
430.615	2943.5
430.724	2947.5
430.833	3079.5
430.943	3016.5
431.052	3068.5
431.161	3092.5
431.27	3109.5
431.379	3095.5
431.488	3333.5
431.597	3223.5
431.706	3305.5
431.816	3241.5
431.925	3335.5
432.034	3109.5
432.143	3301.5
432.252	3282.5
432.361	3182.5
432.47	3197.5
432.579	3205.5
432.688	3186.5
432.797	3176.5
432.906	3193.5
433.015	3236.5
433.124	3466.5
433.233	3239.5
433.342	3286.5
433.451	3237.5
433.56	3170.5
433.669	3323.5
433.778	3247.5
433.886	3405.5
433.995	3313.5
434.104	3407.5
434.213	3342.5
434.322	3412.5
434.431	3553.5
434.54	3556.5
434.649	3730.5
434.757	3692.5
434.866	3571.5
434.975	3591.5
435.084	3565.5
435.193	3452.5
435.301	3593.5
435.41	3725.5
435.519	3678.5
435.628	3238.5
435.737	3148.5
435.845	3119.5
435.954	3043.5
436.063	3132.5
436.171	3113.5
436.28	3139.5
436.389	3273.5
436.498	3094.5
436.606	3110.5
436.715	3227.5
436.823	3032.5
436.932	2941.5
437.041	2970.5
437.149	3015.5
437.258	2936.5
437.367	2883.5
437.475	2974.5
437.584	3155.5
437.692	2895.5
437.801	4233.5
437.91	3014.5
438.018	2835.5
438.127	2798.5
438.235	2940.5
438.344	2824.5
438.452	2806.5
438.561	2887.5
438.669	2780.5
438.778	2756.5
438.886	2844.5
438.995	2793.5
439.103	2816.5
439.212	2793.5
439.32	2888.5
439.428	2798.5
439.537	2796.5
439.645	2966.5
439.754	2872.5
439.862	2786.5
439.97	2844.5
440.079	2852.5
440.187	2730.5
440.295	3010.5
440.404	2917.5
440.512	2878.5
440.62	2949.5
440.729	2992.5
440.837	3048.5
440.945	3603.5
441.054	3179.5
441.162	3081.5
441.27	3163.5
441.378	3177.5
441.487	3190.5
441.595	3490.5
441.703	3349.5
441.811	3200.5
441.92	3146.5
442.028	2969.5
442.136	3128.5
442.244	3091.5
442.352	3060.5
442.461	3011.5
442.569	2974.5
442.677	3043.5
442.785	3108.5
442.893	2975.5
443.001	2999.5
443.109	3010.5
443.217	3010.5
443.325	3019.5
443.434	3603.5
443.542	3260.5
443.65	3074.5
443.758	3284.5
443.866	3224.5
443.974	3408.5
444.082	3352.5
444.19	3329.5
444.298	3355.5
444.406	3418.5
444.514	3611.5
444.622	3570.5
444.73	3497.5
444.838	3510.5
444.946	3530.5
445.054	3257.5
445.161	3425.5
445.269	3217.5
445.377	3252.5
445.485	3213.5
445.593	3228.5
