Data from 21g_HRC06701__69__313.txt Node

Date: Thu Apr 18 02:08:48 CDT 2024
User: Estudiantes 2
Spectrometer: HR+C0670
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
407.81	-135.06
407.921	-135.06
408.032	-135.06
408.143	-82.06
408.254	-148.06
408.365	-2.06
408.476	278.94
408.587	-18.06
408.699	-59.06
408.81	-27.06
408.921	-36.06
409.032	-43.06
409.143	40.94
409.254	57.94
409.365	88.94
409.476	-19.06
409.587	45.94
409.698	56.94
409.809	63.94
409.92	-6.06
410.031	-43.06
410.142	6.94
410.253	0.94
410.364	33.94
410.475	1996.94
410.585	9600.94
410.696	10317.94
410.807	10004.94
410.918	10146.94
411.029	10241.94
411.14	10236.94
411.251	10381.94
411.362	10477.94
411.472	10507.94
411.583	10214.94
411.694	10732.94
411.805	10716.94
411.916	10825.94
412.026	10712.94
412.137	10701.94
412.248	10616.94
412.359	10537.94
412.47	10236.94
412.58	10098.94
412.691	10327.94
412.802	10209.94
412.912	10299.94
413.023	10317.94
413.134	10274.94
413.245	10176.94
413.355	10383.94
413.466	10303.94
413.577	10233.94
413.687	10188.94
413.798	10028.94
413.909	10373.94
414.019	10381.94
414.13	10428.94
414.24	10408.94
414.351	10579.94
414.462	10866.94
414.572	10620.94
414.683	10615.94
414.793	10644.94
414.904	10802.94
415.014	10511.94
415.125	10386.94
415.235	10462.94
415.346	10740.94
415.456	10559.94
415.567	10478.94
415.677	10327.94
415.788	10418.94
415.898	10222.94
416.009	10324.94
416.119	10357.94
416.23	10464.94
416.34	10351.94
416.45	10483.94
416.561	11091.94
416.671	10507.94
416.782	10572.94
416.892	10702.94
417.002	10710.94
417.113	10933.94
417.223	10665.94
417.333	10784.94
417.444	10954.94
417.554	11123.94
417.664	11147.94
417.775	10976.94
417.885	11165.94
417.995	11217.94
418.106	11918.94
418.216	11515.94
418.326	11700.94
418.436	11909.94
418.547	12107.94
418.657	11990.94
418.767	12210.94
418.877	12202.94
418.987	12427.94
419.098	12290.94
419.208	12254.94
419.318	12332.94
419.428	12214.94
419.538	12017.94
419.648	12434.94
419.759	12228.94
419.869	12172.94
419.979	12243.94
420.089	12192.94
420.199	12175.94
420.309	12339.94
420.419	12248.94
420.529	12353.94
420.639	12622.94
420.749	12614.94
420.859	12479.94
420.969	12752.94
421.079	12731.94
421.189	12400.94
421.299	12362.94
421.409	12450.94
421.519	12691.94
421.629	12825.94
421.739	12851.94
421.849	13053.94
421.959	13165.94
422.069	13093.94
422.179	13213.94
422.289	13458.94
422.399	13694.94
422.509	13942.94
422.619	14553.94
422.729	14268.94
422.838	14070.94
422.948	14129.94
423.058	14371.94
423.168	14514.94
423.278	14553.94
423.388	14553.94
423.498	14553.94
423.607	14553.94
423.717	14553.94
423.827	14553.94
423.937	14553.94
424.046	14553.94
424.156	14553.94
424.266	14553.94
424.376	14553.94
424.485	14553.94
424.595	14553.94
424.705	14553.94
424.815	14553.94
424.924	14553.94
425.034	14553.94
425.144	14553.94
425.253	14553.94
425.363	14553.94
425.473	14553.94
425.582	14553.94
425.692	14553.94
425.801	14553.94
425.911	14553.94
426.021	14553.94
426.13	14553.94
426.24	14553.94
426.349	14553.94
426.459	14553.94
426.568	14553.94
426.678	14553.94
426.787	14553.94
426.897	14553.94
427.006	14553.94
427.116	14553.94
427.225	14553.94
427.335	14553.94
427.444	14553.94
427.554	14553.94
427.663	14553.94
427.773	14553.94
427.882	14553.94
427.992	14553.94
428.101	14553.94
428.21	14553.94
428.32	14553.94
