Longitud de onda, Intensidad de la luz
407.81, 0.0019846729060400263
407.921, 0.0019846729060400263
408.032, 0.0019846729060400263
408.143, 0.0023521338797579
408.254, 0.0021138580987415173
408.365, 0.02314901600687845
408.476, 0.05133362618504265
408.587, 0.016040704504282723
408.699, 0.017576186784815078
408.81, 0.016342842550036922
408.921, 0.012553976152419034
409.032, 0.014300178772274103
409.143, 0.023971464841766887
409.254, 0.022145500408628314
409.365, 0.029362440022457602
409.476, 0.015120040199810104
409.587, 0.019492537307202747
409.698, 0.026940424677346336
409.809, 0.029735049959216265
409.92, 0.014679123323944858
410.031, 0.015920602312690314
410.142, 0.026828552531918487
410.253, 0.021382936233041334
410.364, 0.022639036050769477
410.475, 0.03327002795875934
410.585, 0.11331364021558807
410.696, 0.12139362303246545
410.807, 0.11747479610749342
410.918, 0.11844774377540895
411.029, 0.1255158716106236
411.14, 0.12392059867757407
411.251, 0.11958259154001252
411.362, 0.12808447430571962
411.472, 0.1285528014112087
411.583, 0.1257384339157255
411.694, 0.13178195536047377
411.805, 0.12266986337425946
411.916, 0.12460483711121201
412.026, 0.1337766113395687
412.137, 0.12633161891669398
412.248, 0.12595284828060369
412.359, 0.12361603971257297
412.47, 0.1167184563696914
412.58, 0.11551315742239421
412.691, 0.12587304872912897
412.802, 0.12296180482455449
412.912, 0.1205723076957747
413.023, 0.12195591647558628
413.134, 0.12073662882997806
413.245, 0.1309357566464943
413.355, 0.12110786984794111
413.466, 0.11883354447153442
413.577, 0.11928116460795747
413.687, 0.13158940539460665
413.798, 0.11416083566043972
413.909, 0.12851900213615844
414.019, 0.12283808905481544
414.13, 0.12550110016509058
414.24, 0.12016710201821208
414.351, 0.12928852306748553
414.462, 0.14584014189586775
414.572, 0.1310480467137366
414.683, 0.1298678179774379
414.793, 0.1232983847152117
414.904, 0.1647775697270317
415.014, 0.12427652204972292
415.125, 0.11863212837497447
415.235, 0.12781656772212066
415.346, 0.13870183545957274
415.456, 0.1391147416930404
415.567, 0.12552449141077968
415.677, 0.12561292803328036
415.788, 0.12931399893479376
415.898, 0.12129386957859287
416.009, 0.12215436844279791
416.119, 0.12766887893937498
416.23, 0.12281978116520523
416.34, 0.1183828930676881
416.45, 0.12578598689213688
416.561, 0.2176275001518159
416.671, 0.14062818234949373
416.782, 0.1165488159563572
416.892, 0.12253198605919106
417.002, 0.12974321577683243
417.113, 0.13380946177140338
417.223, 0.12746880847975353
417.333, 0.12383225888729725
417.444, 0.1258425150265204
417.554, 0.132908405178063
417.664, 0.1352680564338294
417.775, 0.12213287251905774
417.885, 0.13073337444667935
417.995, 0.13199208046718217
418.106, 0.15062480130822245
418.216, 0.1382911567018196
418.326, 0.14004143719622988
418.436, 0.1380668013672645
418.547, 0.1368576539035194
418.657, 0.13384153140256597
418.767, 0.15068556113878667
418.877, 0.139776755785189
418.987, 0.139152417946071
419.098, 0.14093656581946076
419.208, 0.1413096265896597
419.318, 0.14908234941229756
419.428, 0.14547824589814123
419.538, 0.13814149898431682
419.648, 0.1443210950960443
419.759, 0.1457100565108423
419.869, 0.1477394669821418
419.979, 0.1392995817677062
420.089, 0.14226300223070562
420.199, 0.1391093712667585
420.309, 0.1455303274064035
420.419, 0.1462625463909935
420.529, 0.14204008281757344
420.639, 0.20414484908515726
420.749, 0.15253032245950318
420.859, 0.15223340827609774
420.969, 0.14767113772064
421.079, 0.17477416832576498
421.189, 0.15601417902790554
421.299, 0.15035876439880214
421.409, 0.1414522593548246
421.519, 0.15637712085039876
421.629, 0.16008009949760832
421.739, 0.14718407411636034
421.849, 0.14375750941375212
421.959, 0.14400699122636315
422.069, 0.1550343101500849
422.179, 0.1494071871696843
422.289, 0.14993019625448611
422.399, 0.15629000130611972
422.509, 0.16798691990338266
422.619, 0.5629481778806137
422.729, 0.19830347957074346
422.838, 0.1532885265729545
422.948, 0.16319901593115177
423.058, 0.15798361929645038
423.168, 0.1612340305972481
423.278, 0.1630814865717833
423.388, 0.16752708740042443
423.498, 0.17456004755533278
423.607, 0.16978745570989007
423.717, 0.20321540839448987
423.827, 0.20720907910280198
423.937, 0.17454325432574774
424.046, 0.1821105950796748
424.156, 0.18377792593755748
424.266, 0.1725779403928005
424.376, 0.20028814339793125
424.485, 0.19255156617600866
424.595, 0.17240398281789138
424.705, 0.17109032411416564
424.815, 0.17536186154289235
424.924, 0.22699202170575217
425.034, 0.18398780638561263
425.144, 0.16883609142711495
425.253, 0.1768591547422487
425.363, 0.1826282913420323
425.473, 0.18499648358989637
425.582, 0.16957074242227865
425.692, 0.17375647183519213
425.801, 0.17105431635687066
425.911, 0.19373318203293374
426.021, 0.18275057439877673
426.13, 0.19192461313432527
426.24, 0.2066228409416078
426.349, 0.1935397266623638
426.459, 0.18441719670843462
426.568, 0.17839996180580525
426.678, 0.19716562879949542
426.787, 0.1845794343842754
426.897, 0.1799968463402446
427.006, 0.18508102421525727
427.116, 0.19172168264508022
427.225, 0.185124900745069
427.335, 0.1958006071782492
427.444, 0.18618340694967053
427.554, 0.19390971473309318
427.663, 0.19115082715773857
427.773, 0.18766601719016157
427.882, 0.19734787790840194
427.992, 0.1876391102266304
428.101, 0.1916324358139945
428.21, 0.18964695125172018
428.32, 0.196042885162795
428.429, 0.18640632428917683
428.539, 0.2262557416753725
428.648, 0.19505949749847168
428.757, 0.20306587484974103
428.867, 0.20167178386457532
428.976, 0.21563369830721396
429.085, 0.20348005177104092
429.195, 0.19803788098006
429.304, 0.20026822110586334
429.413, 0.20704708583978954
429.523, 0.2096759181829199
429.632, 0.20776662920571567
429.741, 0.20733354742416357
429.85, 0.2011733469177836
429.96, 0.21082893911774786
430.069, 0.2045870347620894
430.178, 0.20480255393580546
430.287, 0.24070808091031848
430.397, 0.21133093967194755
430.506, 0.20978377110054103
430.615, 0.2087391235337204
430.724, 0.21687545857090737
430.833, 0.21622018689255887
430.943, 0.21654300317813152
431.052, 0.21749124725637034
431.161, 0.21431976943665593
431.27, 0.22230624526728773
431.379, 0.21833756023349105
431.488, 0.24207230614636815
431.597, 0.23431255574897333
431.706, 0.23760901089100417
431.816, 0.22930128942762817
431.925, 0.2274229110131403
432.034, 0.2249751867502043
432.143, 0.23358191347679244
432.252, 0.22781444040599516
432.361, 0.23825056418588136
432.47, 0.2294143008830727
432.579, 0.22763370064727134
432.688, 0.22616300141379542
432.797, 0.23087834892929357
432.906, 0.22190641635348993
433.015, 0.23498021579898012
433.124, 0.27671025459701115
433.233, 0.23791858607121097
433.342, 0.23811933848848757
433.451, 0.2330560890989933
433.56, 0.2316186820980886
433.669, 0.2324354757665052
433.778, 0.2308674338719293
433.886, 0.24002481753003388
433.995, 0.237003008263635
434.104, 0.25743075779893126
434.213, 0.24681367584021555
434.322, 0.24415246350902736
434.431, 0.2635071687358218
434.54, 0.26003977961880875
434.649, 0.2775713762446033
434.757, 0.2660287797794457
434.866, 0.2576502176345391
434.975, 0.262791550723105
435.084, 0.2588114769128134
435.193, 0.25334924891683847
435.301, 0.27258471441600535
435.41, 0.2822657135892706
435.519, 0.2920433916028776
435.628, 0.23476233796009255
435.737, 0.22617496113338845
435.845, 0.22326657710518863
435.954, 0.21835478711910836
436.063, 0.22514031283189434
436.171, 0.2249586055319107
436.28, 0.22613902915749168
436.389, 0.23873018265259988
436.498, 0.2255223768722963
436.606, 0.22706853442415328
436.715, 0.24348788827968978
436.823, 0.21858525847511964
436.932, 0.2142565070431402
437.041, 0.21426198828406648
437.149, 0.21910192385829771
437.258, 0.20976021441099899
437.367, 0.20609198480220173
437.475, 0.20677973052828627
437.584, 0.23889913841171057
437.692, 0.20924751530591315
437.801, 0.3926719915416545
437.91, 0.22656150240169184
438.018, 0.20387946281231484
438.127, 0.2001000311003113
438.235, 0.21335157473349659
438.344, 0.20518369038194073
438.452, 0.20709629991743772
438.561, 0.19913988488779058
438.669, 0.20263843279048205
438.778, 0.19751847378275067
438.886, 0.20157115784325735
438.995, 0.19850446105968073
439.103, 0.20252390959333705
439.212, 0.20310168122271435
439.32, 0.20442319255042113
439.428, 0.20103465367176004
439.537, 0.20604800117760458
439.645, 0.21552286773954665
439.754, 0.21216594566427488
439.862, 0.20292615585135088
439.97, 0.2101868921234378
440.079, 0.2093526376446709
440.187, 0.20059776802301202
440.295, 0.22381803276218173
440.404, 0.21010854648460345
440.512, 0.2126835172425064
440.62, 0.21880386127279924
440.729, 0.2230708834365904
440.837, 0.2267374392319736
440.945, 0.3020021692878733
441.054, 0.23535170133680328
441.162, 0.22651779539316108
441.27, 0.24157672532029967
441.378, 0.2354990749852602
441.487, 0.23602603665306668
441.595, 0.2777991237761119
441.703, 0.24796986694058282
441.811, 0.236506922284344
441.92, 0.22956693479585052
442.028, 0.22100053410347792
442.136, 0.2296494744422817
442.244, 0.23098163181382594
442.352, 0.22828036422472714
442.461, 0.21690116375327984
442.569, 0.2168450627367114
442.677, 0.2208247182173478
442.785, 0.2281368372358235
442.893, 0.22227078179628884
443.001, 0.21907533415791905
443.109, 0.2171100029803477
443.217, 0.220571173522305
443.325, 0.21963375892949683
443.434, 0.28916681715195514
443.542, 0.2541862863841274
443.65, 0.2320536291877023
443.758, 0.24858416976453118
443.866, 0.23528892337873997
443.974, 0.27376793579851283
444.082, 0.24958045865176068
444.19, 0.25152273533726155
444.298, 0.25769914223367496
444.406, 0.27092141167509426
444.514, 0.269441740040935
444.622, 0.2781676633462884
444.73, 0.27605251862882113
444.838, 0.2647524909982679
444.946, 0.2634582546355869
445.054, 0.24729706773817142
445.161, 0.2436961983315979
445.269, 0.23509824025247583
445.377, 0.24101788437516442
445.485, 0.2376652388103043
445.593, 0.23215855379225211
445.701, 0.2546060848331561
445.809, 0.23778959354245519
445.917, 0.23146889338811627
446.025, 0.2208683868843948
446.132, 0.23879757110547054
446.24, 0.23520192742904977
446.348, 0.22901343141099928
446.456, 0.2179285013153647
446.564, 0.2198134128337006
446.671, 0.2250981274101705
446.779, 0.2198800775176412
446.887, 0.2174230238073086
446.995, 0.2188104630429064
447.102, 0.2240149152541514
447.21, 0.22444445174037836
447.318, 0.22063259356772216
447.426, 0.21389068281974893
447.533, 0.24692045183326788
447.641, 0.3654822598335532
447.749, 0.23375674279416486
447.856, 0.21684750712644116
447.964, 0.21954489096977706
448.072, 0.2302786632631419
448.179, 0.21478118457803572
448.287, 0.22140557817182405
448.395, 0.2236492523767537
448.502, 0.2135459497701108
448.61, 0.22072765865176766
448.718, 0.2162311711425406
448.825, 0.22452610291004355
448.933, 0.2182681425789496
449.04, 0.21611087283743882
449.148, 0.2204887540770485
449.256, 0.2211973923881115
449.363, 0.22417454501360884
449.471, 0.2261613671810457
449.578, 0.233007179654812
449.686, 0.22065458383509579
449.793, 0.2387148460564514
449.901, 0.2262937490747594
450.008, 0.22994675008989446
450.116, 0.23478405919842374
450.223, 0.2297321416292177
450.331, 0.23999653631531292
450.438, 0.23838856940654177
450.546, 0.24341353410480743
450.653, 0.24916132560687543
450.76, 0.24826276571501643
450.868, 0.2485792243739127
450.975, 0.2695412210424112
451.083, 0.24641309194966662
451.19, 0.254969659056176
451.297, 0.24981839782991638
451.405, 0.25251260604957093
451.512, 0.24704396019909172
451.619, 0.26417901811589634
451.727, 0.26423332454618964
451.834, 0.24963154520376746
451.941, 0.25190063893312475
452.049, 0.2504079558333602
452.156, 0.2524050391517148
452.263, 0.2594075442735782
452.371, 0.2554781802633303
452.478, 0.2604618232731784
452.585, 0.272344946643207
452.692, 0.25337662632399255
452.8, 0.26155717096637754
452.907, 0.27925408842804555
453.014, 0.2659453206984873
453.121, 0.25983247521654035
453.229, 0.2675505097435622
453.336, 0.27093739173841414
453.443, 0.2759990076932174
453.55, 0.26119934829840064
453.657, 0.26588614353065615
453.765, 0.2741892176293563
453.872, 0.26901997595404153
453.979, 0.27567146175762963
454.086, 0.27115327429060404
454.193, 0.27335474944190125
454.3, 0.2659719294739799
454.407, 0.28618688811011933
454.514, 0.2868300878560185
454.621, 0.27032636940938204
454.729, 0.2704891379692461
454.836, 0.27409714227315074
454.943, 0.2778322536777577
455.05, 0.2817170694891385
455.157, 0.2890590931535755
455.264, 0.27555956554928274
455.371, 0.2832624563266345
455.478, 0.2815889331233111
455.585, 0.417390524274387
455.692, 0.3006309496873542
455.799, 0.30285362124480847
455.906, 0.28346040944990647
456.013, 0.28076757122101703
456.12, 0.2806484409417054
456.227, 0.28681094315742867
456.334, 0.2940962080210674
456.44, 0.3027192025706328
456.547, 0.293271452060508
456.654, 0.285489662478273
456.761, 0.2935991213846384
456.868, 0.3037588830000131
456.975, 0.30158294885658354
457.082, 0.2938323452910097
457.189, 0.28945104242726816
457.296, 0.29649863802676385
457.402, 0.2958149323984538
457.509, 0.2928731125402585
