Longitud de onda, Intensidad de la luz
407.81, -2.345766994820475
407.921, -2.345766994820475
408.032, -2.345766994820475
408.143, -2.350952214393703
408.254, -2.3505125572888947
408.365, -2.1502720633900516
408.476, -1.883372400692826
408.587, -2.2144354004718165
408.699, -2.201121729967103
408.81, -2.215609281049765
408.921, -2.24429514352565
409.032, -2.2345902500201436
409.143, -2.1473699225251273
409.254, -2.1641005537709903
409.365, -2.086795613774511
409.476, -2.224912035501104
409.587, -2.186887237267816
409.698, -2.1064124403000317
409.809, -2.080660871924005
409.92, -2.2356749856051277
410.031, -2.2126375245401353
410.142, -2.119981489338983
410.253, -2.166366764544553
410.364, -2.150318319306724
410.475, -2.043872305025144
410.585, -1.237896075532848
410.696, -1.149431208856258
410.807, -1.1891227301269063
410.918, -1.1839977438432479
411.029, -1.1181843569919072
411.14, -1.1360620834537674
411.251, -1.1707673573577109
411.362, -1.093231927974102
411.472, -1.0835678658214687
411.583, -1.1093066058809462
411.694, -1.046572405739347
411.805, -1.12171350072199
411.916, -1.1067004022582538
412.026, -1.0281176158314533
412.137, -1.0936212945337582
412.248, -1.10665622463673
412.359, -1.1352379782010817
412.47, -1.2007961816113168
412.58, -1.205230325580858
412.691, -1.1103030857142118
412.802, -1.1431278439970824
412.912, -1.1493736061430482
413.023, -1.1457793675006438
413.134, -1.1609716394563976
413.245, -1.0554416876905137
413.355, -1.1587198838316433
413.466, -1.1678262935696844
413.577, -1.159251530207936
413.687, -1.0582812354541797
413.798, -1.2271948700478157
413.909, -1.0861635818252058
414.019, -1.130673407478799
414.13, -1.104974836062537
414.24, -1.1665813765353998
414.351, -1.0624791754970024
414.462, -0.9082051234763832
414.572, -1.0533526162805105
414.683, -1.061117412009936
414.793, -1.125719262109806
414.904, -0.7298068011487416
415.014, -1.1242324851755787
415.125, -1.1692325167352797
415.235, -1.0803773204810998
415.346, -0.9855465326337021
415.456, -0.965165260947372
415.567, -1.1089326028956843
415.677, -1.104278191991715
415.788, -1.0632922282667028
415.898, -1.15250509349918
416.009, -1.1546546960929076
416.119, -1.0832051425398037
416.23, -1.1393806394608494
416.34, -1.175337216330787
416.45, -1.098431017401543
416.561, -0.19109512567542522
416.671, -0.9586310780297607
416.782, -1.1945773862909455
416.892, -1.1293826641078022
417.002, -1.0645836855058777
417.113, -1.0262583466555515
417.223, -1.0776350429426564
417.333, -1.1217630604823647
417.444, -1.097027032700812
417.554, -1.0296578391622424
417.664, -0.998998657811619
417.775, -1.1341854547595585
417.885, -1.0498256971479378
417.995, -1.0349163942726762
418.106, -0.8705384217537698
418.216, -0.9858849548484346
418.326, -0.9636343657494412
418.436, -0.9900370632136336
418.547, -0.9938312155478376
418.657, -1.0167210309858805
418.767, -0.8599762052595906
418.877, -0.9583680947305969
418.987, -0.954796502339842
419.098, -0.9443454460294757
419.208, -0.9442325688770156
419.318, -0.872408484792921
419.428, -0.8690880662874814
419.538, -0.9767092527899827
419.648, -0.9115382657684706
419.759, -0.8977339621379404
419.869, -0.8744600683491759
419.979, -0.9593094980167166
420.089, -0.9282724023801155
420.199, -0.961668211065689
420.309, -0.9019346379342961
420.419, -0.880063981110863
420.529, -0.9310991864132327
420.639, -0.36505701506839083
420.749, -0.8219211347617703
420.859, -0.8420208205309772
420.969, -0.8702966410394612
421.079, -0.6258814908102164
421.189, -0.8026657978779392
421.299, -0.8535769099228525
421.409, -0.9399186560339765
421.519, -0.7732169225254292
421.629, -0.7572106519182558
421.739, -0.877496035387148
421.849, -0.9044283346531106
421.959, -0.9098918034748554
422.069, -0.8104862752660035
422.179, -0.8640401472999839
422.289, -0.858292911119745
422.399, -0.7926299234045318
422.509, -0.6931048770809624
422.619, 2.236184326898404
422.729, -0.454779242599741
422.838, -0.8243322193328482
422.948, -0.7165082641108467
423.058, -0.7614596194165194
423.168, -0.7404279326003265
423.278, -0.7142126817107998
423.388, -0.6758149378332241
423.498, -0.6028122789450969
423.607, -0.6432586842826524
423.717, -0.3351067244510273
423.827, -0.3262692335507914
423.937, -0.6135523809636192
424.046, -0.531624897361118
424.156, -0.5144334427224129
424.266, -0.6347136276336851
424.376, -0.36513551384740095
424.485, -0.43181667993713935
424.595, -0.6004059277134233
424.705, -0.6313817074348714
424.815, -0.5970159427889234
424.924, -0.10815133356195225
425.034, -0.515362748120869
425.144, -0.6578206965417631
425.253, -0.5845305066980562
425.363, -0.5323650817454659
425.473, -0.5032470576093108
425.582, -0.6474806560402334
425.692, -0.6106625075700619
425.801, -0.6290081781985067
425.911, -0.428608907098608
426.021, -0.5325846961860924
426.13, -0.4307471515246212
426.24, -0.2999882765934662
426.349, -0.41923978955627256
426.459, -0.5039925409315152
426.568, -0.5671074007538246
426.678, -0.39085206078509827
426.787, -0.5208387999738511
426.897, -0.5445575055027099
427.006, -0.5046269844842282
427.116, -0.4418386877326773
427.225, -0.4904517094736214
427.335, -0.39832843709117954
427.444, -0.49714374737918227
427.554, -0.4253164550861548
427.663, -0.4538854505307326
427.773, -0.4816376129100417
427.882, -0.393697306851571
427.992, -0.4849688361853872
428.101, -0.44335147984861134
428.21, -0.4591072747290304
428.32, -0.40296898846518747
428.429, -0.492969857902323
428.539, -0.12211857495122203
428.648, -0.41356968889554446
428.757, -0.3384270680282309
428.867, -0.36045187427573566
428.976, -0.21339179691289586
429.085, -0.3406108071326952
429.195, -0.3924365616508145
429.304, -0.37230700917494036
429.413, -0.30718733684071187
